BATCH,PROG,WEEK,DATE,MON,DAY,YEAR,LOCATION,RM,SHORE,GEAR,Experimental_Net_ID,BPER,GPER,SET_SAMP,CLDCV,WINDD,WINDV,WAVEH,AIRT,TWTEMP,TCOND,TTDS,TSAL,TDOPERC,TDO,TPH,BWTEMP,BCOND,BTDS,BSAL,BDOPERC,BDO,BPH,AVG_DEPTH,Bottom Line Loc,COMMENTS,SURVEY,TVEL,BVEL,Secchi,Reviewed/Entered,First Check,Second Check,Third Check,Habitat,GPS Point
200617834,12,25,6/22/2006,6,22,2006,CATSKILL,113,,3,,1,1,,,,,,,21.95,218,,0.1,,8.64,8.01,21.95,217,,0.1,,8.49,7.93,38,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200617835,12,25,6/22/2006,6,22,2006,CATSKILL,113,,3,,1,1,,,,,,,21.95,218,,0.1,,8.64,8.01,21.95,217,,0.1,,8.49,7.93,40,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200617836,12,25,6/22/2006,6,22,2006,CATSKILL,113,,3,,1,1,,,,,,,22.93,208,,0.1,,9.09,8.15,21.9,206,,0.1,,8.37,7.98,31.5,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200617837,12,25,6/22/2006,6,22,2006,CATSKILL,113,,3,,1,1,,,,,,,22.93,208,,0.1,,9.09,8.15,21.9,206,,0.1,,8.37,7.98,32,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200617838,12,25,6/23/2006,6,23,2006,CATSKILL,113,,3,,1,1,,,,,,,22.64,231,,0.11,,8.4,8.05,22.6,231,,0.11,,8.24,7.9,38.5,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200617839,12,25,6/23/2006,6,23,2006,CATSKILL,113,,3,,1,1,,,,,,,22.64,231,,0.11,,8.4,8.05,22.6,231,,0.11,,8.24,7.9,38.5,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200617840,12,25,6/23/2006,6,23,2006,CATSKILL,113,,3,,1,1,,,,,,,22.64,231,,0.11,,8.4,8.05,22.6,231,,0.11,,8.24,7.9,38.5,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200617841,12,27,7/5/2006,7,5,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.43,163,,0.08,,7.76,8.13,22.26,163,,0.08,,7.64,8.09,48.5,,"USFWS, Hyde Park - East of Esopus Island",,,,,,,,,,
200617842,12,27,7/5/2006,7,5,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.43,163,,0.08,,7.76,8.13,22.26,163,,0.08,,7.64,8.09,57.5,,"USFWS, Hyde Park - East of Esopus Island",,,,,,,,,,
200617843,12,27,7/5/2006,7,5,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.43,163,,0.08,,7.76,8.13,22.26,163,,0.08,,7.64,8.09,57.5,,"USFWS, Hyde Park - East of Esopus Island",,,,,,,,,,
200617844,12,27,7/6/2006,7,6,2006,ROGERS POINT,80,3,3,,1,1,,,,,,,22.5,165,,0.08,,7.48,8.06,22.31,165,,0.08,,7.46,8.06,44.5,,"USFWS, East side of river across from rock face, North of Rodgers Point",,,,,,,,,,
200617845,12,27,7/6/2006,7,6,2006,ROGERS POINT,80,3,3,,1,1,,,,,,,22.5,165,,0.08,,7.48,8.06,22.31,165,,0.08,,7.46,8.06,45,,"USFWS, East side of river across from rock face, North of Rodgers Point",,,,,,,,,,
200617846,12,27,7/6/2006,7,6,2006,ROGERS POINT,80,1,3,,1,1,,,,,,,22.33,164,,0.08,,7.55,8.09,22.29,164,,0.08,,7.52,8,62,,"USFWS, West side of river at rock face, North of Rodgers Point",,,,,,,,,,
200617847,12,27,7/6/2006,7,6,2006,ROGERS POINT,80,1,3,,1,1,,,,,,,22.33,164,,0.08,,7.55,8.09,22.29,164,,0.08,,7.52,8,62.5,,"USFWS, West side of river at rock face, North of Rodgers Point",,,,,,,,,,
200617848,12,27,7/6/2006,7,6,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.59,162,,0.08,,7.77,8.22,22.37,162,,0.08,,7.63,8.13,71.5,,"USFWS, Hyde Park - Near A-frame cabin on island",,,,,,,,,,
200617849,12,27,7/6/2006,7,6,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.59,162,,0.08,,7.77,8.22,22.37,162,,0.08,,7.63,8.13,61.5,,"USFWS, Hyde Park - off PYC",,,,,,,,,,
200617850,12,27,7/6/2006,7,6,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.59,162,,0.08,,7.77,8.22,22.37,162,,0.08,,7.62,8.13,60,,"USFWS, Hyde Park - off PYC",,,,,,,,,,
200617851,12,27,7/7/2006,7,7,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.42,165,,0.08,,7.28,8.12,22.46,164,,0.08,,7.38,8.01,53,,"USFWS, Hyde Park - off PYC",,,,,,,,,,
200617852,12,27,7/7/2006,7,7,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.42,165,,0.08,,7.28,8.12,22.46,164,,0.08,,7.38,8.01,51,,"USFWS, Hyde Park - off PYC",,,,,,,,,,
200617853,12,27,7/7/2006,7,7,2006,NORRIE POINT,83,3,3,,1,1,,,,,,,22.42,165,,0.08,,7.28,8.12,22.46,164,,0.08,,7.38,8.01,69,,"USFWS, Hyde Park - off PYC",,,,,,,,,,
200617854,12,23,6/8/2006,6,8,2006,HAVERSTRAW BAY,39,3,3,,1,1,,,,,,,18.69,3325,,1.75,,7.87,8.08,18.87,4282,,2.29,,7.56,7.94,27.5,,"USFWS, Haverstraw Bay - near red bouy, east side of channel",,,,,,,,,,
200617855,12,23,6/8/2006,6,8,2006,HAVERSTRAW BAY,39,3,3,,1,1,,,,,,,19.02,3153,,1.65,,8.5,7.91,18.69,4390,,2.36,,7.86,7.82,30,,"USFWS, Haverstraw Bay - near red bouy, east side of channel",,,,,,,,,,
200617856,12,23,6/8/2006,6,8,2006,HAVERSTRAW BAY,39,3,3,,1,1,,,,,,,19.02,3153,,1.65,,8.5,7.91,18.69,4390,,2.36,,7.86,7.82,28,,"USFWS, Haverstraw Bay - near red bouy, east side of channel",,,,,,,,,,
200617857,12,23,6/8/2006,6,8,2006,HAVERSTRAW BAY,39,3,3,,1,1,,,,,,,19.02,3153,,1.65,,8.5,7.91,18.69,4390,,2.36,,7.86,7.82,26.5,,"USFWS, Haverstraw Bay - near red bouy, east side of channel",,,,,,,,,,
200617858,12,25,6/22/2006,6,22,2006,CATSKILL,113,,3,,1,1,,,,,,,22.93,208,,0.1,,9.09,8.15,21.9,206,,0.1,,8.37,7.98,29.5,,"USFWS, South of Catskill Bridge",,,,,,,,,,
200717501,12,16,4/23/2007,4,23,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,6.52,197,,0.09,,14,,,,,,,,,33,,USFWS,,,,,,,,,,
200717502,12,16,4/24/2007,4,24,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,33,,USFWS,,,,,,,,,,
200717503,12,16,4/24/2007,4,24,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717504,12,16,4/25/2007,4,25,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717505,12,16,4/25/2007,4,25,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,33,,USFWS,,,,,,,,,,
200717506,12,16,4/25/2007,4,25,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,33,,USFWS,,,,,,,,,,
200717507,12,16,4/25/2007,4,25,2007,HAV BAY - STONY POINT,40,,3,,1,3,,,,,,,,,,,,,,,,,,,,,,,"USFWS, MANY BRANCHES AND LEAVES",,,,,,,,,,
200717508,12,16,4/26/2007,4,26,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,33,,USFWS,,,,,,,,,,
200717509,12,16,4/26/2007,4,26,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,8.5,190,,0.09,,13.8,,7.7,190,,0.09,,13.8,,,,USFWS,,,,,,,,,,
200717510,12,16,4/26/2007,4,26,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,8.42,191,,0.09,,13.2,,8.25,191,,0.09,,12.9,,32,,USFWS,,,,,,,,,,
200717511,12,16,4/27/2007,4,27,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,8.9,191,,0.1,,13.7,7.06,8.8,191,,0.1,,13.1,,,,USFWS,,,,,,,,,,
200717512,12,16,4/27/2007,4,27,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,8.8,192,,0.09,,13.2,,8.7,192,,0.09,,12.75,,,,USFWS,,,,,,,,,,
200717513,12,18,5/7/2007,5,7,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717514,12,18,5/7/2007,5,7,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717515,12,18,5/8/2007,5,8,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717516,12,18,5/8/2007,5,8,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717517,12,18,5/8/2007,5,8,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,14.4,180,,0.09,,11.6,,14.1,178,,0.08,,10.9,,,,USFWS,,,,,,,,,,
200717518,12,18,5/8/2007,5,8,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717519,12,18,5/8/2007,5,8,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717520,12,18,5/9/2007,5,9,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717521,12,18,5/9/2007,5,9,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717522,12,18,5/9/2007,5,9,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717523,12,18,5/9/2007,5,9,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717524,12,18,5/9/2007,5,9,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717525,12,18,5/9/2007,5,9,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717526,12,18,5/10/2007,5,10,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717527,12,18,5/10/2007,5,10,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717528,12,18,5/10/2007,5,10,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,16.3,257,,0.12,,10.2,6.7,15.5,350,,0.17,,10.4,5.05,,,USFWS,,,,,,,,,,
200717529,12,18,5/10/2007,5,10,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717530,12,18,5/10/2007,5,10,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717531,12,18,5/10/2007,5,10,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717532,12,18,5/11/2007,5,11,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717533,12,18,5/11/2007,5,11,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717534,12,18,5/11/2007,5,11,2007,HAV BAY - STONY POINT,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717535,12,19,5/15/2007,5,15,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,15.7,2105,,1.08,,10.23,7.69,15.69,2713,,1.41,,10.31,7.58,,,USFWS,,,,,,,,,,
200717536,12,19,5/15/2007,5,15,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717537,12,19,5/15/2007,5,15,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717538,12,19,5/15/2007,5,15,2007,HAV BAY - CROTON POINT,34,,3,,,,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717539,12,19,5/15/2007,5,15,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717540,12,19,5/15/2007,5,15,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717541,12,19,5/16/2007,5,16,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,16.05,398,,0.19,,10.91,,15.96,442,,0.21,,11.26,,,,USFWS,,,,,,,,,,
200717542,12,19,5/16/2007,5,16,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717543,12,19,5/16/2007,5,16,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717544,12,19,5/16/2007,5,16,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717545,12,19,5/16/2007,5,16,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717546,12,19,5/17/2007,5,17,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,16.82,9.6,,0.48,,9.86,7.71,16.75,1688,,0.86,,9.58,7.38,,,USFWS,,,,,,,,,,
200717547,12,19,5/17/2007,5,17,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717548,12,19,5/17/2007,5,17,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717549,12,19,5/17/2007,5,17,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717550,12,19,5/18/2007,5,18,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,16.87,959,,0.48,,9.45,7.79,16.97,1154,,0.58,,9.32,7.67,28,,USFWS,,,,,,,,,,
200717551,12,19,5/18/2007,5,18,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,29,,USFWS,,,,,,,,,,
200717552,12,19,5/18/2007,5,18,2007,HAV BAY - PANCO,40,,3,,1,1,,,,,,,,,,,,,,,,,,,,,33,,USFWS,,,,,,,,,,
200717553,12,22,6/5/2007,6,5,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717554,12,22,6/5/2007,6,5,2007,HAV BAY - GRAVELPT,35,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717555,12,22,6/5/2007,6,5,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717556,12,22,6/5/2007,6,5,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717557,12,22,6/5/2007,6,5,2007,HAV BAY - GRAVELPT,35,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717558,12,22,6/5/2007,6,5,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717559,12,22,6/6/2007,6,6,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717560,12,22,6/6/2007,6,6,2007,HAV BAY - GRAVELPT,35,,3,,1,1,,,,,,,21.62,5034,,2.71,,8.01,7.45,21.27,8140,,4.58,,7.7,7.62,,,USFWS,,,,,,,,,,
200717561,12,22,6/6/2007,6,6,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717562,12,22,6/6/2007,6,6,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717563,12,22,6/6/2007,6,6,2007,HAV BAY - GRAVELPT,35,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717564,12,22,6/6/2007,6,6,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717565,12,22,6/7/2007,6,7,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717566,12,22,6/7/2007,6,7,2007,HAV BAY - GRAVELPT,35,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717567,12,22,6/7/2007,6,7,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717568,12,22,6/7/2007,6,7,2007,HAV BAY - CROTON POINT,34,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717569,12,22,6/7/2007,6,7,2007,HAV BAY - GRAVELPT,35,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717570,12,22,6/7/2007,6,7,2007,HAV BAY - BOWLINE,36,,3,,1,1,,,,,,,21.9,4.52,,2.2,,9.1,7.66,20.8,10187,,5.8,,7.87,7.41,,,USFWS,,,,,,,,,,
200717571,12,24,6/18/2007,6,18,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,65,,USFWS,,,,,,,,,,
200717572,12,24,6/18/2007,6,18,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,65,,USFWS,,,,,,,,,,
200717573,12,24,6/18/2007,6,18,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,71,,USFWS,,,,,,,,,,
200717574,12,24,6/19/2007,6,19,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,59.5,,USFWS,,,,,,,,,,
200717575,12,24,6/18/2007,6,18,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,68,,USFWS,,,,,,,,,,
200717576,12,24,6/19/2007,6,19,2007,"ROGERS POINT - NORTH, ROCK FACE, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,70,,USFWS,,,,,,,,,,
200717577,12,24,6/19/2007,6,19,2007,"ROGERS POINT - NORTH, ROCK FACE, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,72,,USFWS,,,,,,,,,,
200717578,12,24,6/19/2007,6,19,2007,"ROGERS POINT - NORTH, ROCK FACE, WEST SIDE",80,,3,,1,1,,,,,,,23.6,223,,0.11,,8.1,,23.2,223,,0.11,,7.67,,68,,USFWS,,,,,,,,,,
200717579,12,24,6/20/2007,6,20,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,59.5,,USFWS,,,,,,,,,,
200717580,12,24,6/20/2007,6,20,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,66,,USFWS,,,,,,,,,,
200717581,12,24,6/20/2007,6,20,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,62.5,,USFWS,,,,,,,,,,
200717582,12,24,6/20/2007,6,20,2007,NORRIE POINT - ESOPUS ISLAND NORTH,84,,3,,1,1,,,,,,,23.65,228,,0.11,,8.29,,23.52,227,,0.11,,7.92,,54,,USFWS,,,,,,,,,,
200717583,12,24,6/20/2007,6,20,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,59.5,,USFWS,,,,,,,,,,
200717584,12,24,6/20/2007,6,20,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,71,,USFWS,,,,,,,,,,
200717585,12,24,6/21/2007,6,21,2007,NORRIE PIONT - AFRAME HOUSE,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,70.5,,USFWS,,,,,,,,,,
200717586,12,24,6/21/2007,6,21,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,64,,USFWS,,,,,,,,,,
200717587,12,24,6/21/2007,6,21,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,61,,USFWS,,,,,,,,,,
200717588,12,24,6/21/2007,6,21,2007,"ROGERS POINT - NORTH, ROCK FACE, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,64.5,,USFWS,,,,,,,,,,
200717589,12,24,6/21/2007,6,21,2007,"ROGERS POINT - NORTH, ROCK FACE, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,65.5,,USFWS,,,,,,,,,,
200717590,12,24,6/21/2007,6,21,2007,"ROGERS POINT - NORTH, ROCK FACE, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,71,,USFWS,,,,,,,,,,
200717591,12,24,6/22/2007,6,22,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,23.28,224,,0.11,,7.53,,23.28,223,,0.11,,7.24,,58.5,,USFWS,,,,,,,,,,
200717592,12,24,6/22/2007,6,22,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,56,,USFWS,,,,,,,,,,
200717593,12,24,6/22/2007,6,22,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,68.5,,USFWS,,,,,,,,,,
200717594,12,24,6/22/2007,6,22,2007,NORRIE PIONT - AFRAME HOUSE,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,65,,USFWS,,,,,,,,,,
200717595,12,27,7/9/2007,7,9,2007,NORRIE POINT - ESOPUS ISLAND,84,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717596,12,27,7/9/2007,7,9,2007,NORRIE POINT - ESOPUS ISLAND SOUTH,83,,3,,1,3,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717597,12,27,7/9/2007,7,9,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717598,12,27,7/9/2007,7,9,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,USFWS,,,,,,,,,,
200717599,12,27,7/10/2007,7,10,2007,NORRIE PIONT - AFRAME HOUSE,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,71,,USFWS,,,,,,,,,,
200717600,12,27,7/10/2007,7,10,2007,NORRIE POINT - YACHT CLUB,83,,3,,1,1,,,,,,,25.4,266,,0.1,,7.1,,24.8,265,,0.1,,6.8,,64.5,,USFWS,,,,,,,,,,
200717601,12,27,7/10/2007,7,10,2007,NORRIE PIONT - AFRAME HOUSE,83,,3,,1,1,,,,,,,,,,,,,,,,,,,,,64.5,,USFWS,,,,,,,,,,
200717602,12,27,7/10/2007,7,10,2007,HYDE PPARK - TRAIN STATION,81,,3,,1,1,,,,,,,,,,,,,,,,,,,,,39,,USFWS,,,,,,,,,,
200717603,12,27,7/10/2007,7,10,2007,HYDE PPARK - TRAIN STATION,81,,3,,1,1,,,,,,,,,,,,,,,,,,,,,42,,USFWS,,,,,,,,,,
200717604,12,27,7/10/2007,7,10,2007,HYDE PPARK - TRAIN STATION,81,,3,,1,1,,,,,,,,,,,,,,,,,,,,,43.5,,USFWS,,,,,,,,,,
200717605,12,27,7/11/2007,7,11,2007,NORRIE POINT - ESOPUS ISLAND,84,,3,,1,1,,,,,,,,,,,,,,,,,,,,,53,,USFWS,,,,,,,,,,
200717606,12,27,7/11/2007,7,11,2007,NORRIE POINT - ESOPUS ISLAND,84,,3,,1,1,,,,,,,,,,,,,,,,,,,,,60.5,,USFWS,,,,,,,,,,
200717607,12,27,7/11/2007,7,11,2007,NORRIE POINT - ESOPUS ISLAND,84,,3,,1,1,,,,,,,,,,,,,,,,,,,,,67,,USFWS,,,,,,,,,,
200717608,12,27,7/11/2007,7,11,2007,NORRIE POINT - ESOPUS ISLAND,84,,3,,1,1,,,,,,,,,,,,,,,,,,,,,65,,USFWS,,,,,,,,,,
200717609,12,27,7/11/2007,7,11,2007,"ROGERS POINT - MARINA, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,71.5,,USFWS,,,,,,,,,,
200717610,12,27,7/11/2007,7,11,2007,"ROGERS POINT - MARINA, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,64.5,,USFWS,,,,,,,,,,
200717611,12,27,7/11/2007,7,11,2007,"ROGERS POINT - MARINA, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,63.5,,USFWS,,,,,,,,,,
200717612,12,27,7/11/2007,7,11,2007,"ROGERS POINT - MARINA, WEST SIDE",80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,62.5,,USFWS,,,,,,,,,,
200717613,12,27,7/12/2007,7,12,2007,ROGERS POINT - MARINA,80,,3,,1,1,,,,,,,25.21,273,,0.13,,7.36,,25.22,272,,0.13,,7.03,,55,,USFWS,,,,,,,,,,
200717614,12,27,7/12/2007,7,12,2007,ROGERS POINT - MARINA,80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,60,,USFWS,,,,,,,,,,
200717615,12,27,7/12/2007,7,12,2007,ROGERS POINT - MARINA,80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,68,,USFWS,,,,,,,,,,
200717616,12,27,7/12/2007,7,12,2007,ROGERS POINT - MARINA,80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,79,,USFWS,,,,,,,,,,
200717617,12,27,7/12/2007,7,12,2007,ROGERS POINT,80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,67.5,,USFWS,,,,,,,,,,
200717618,12,27,7/12/2007,7,12,2007,ROGERS POINT,80,,3,,1,1,,,,,,,,,,,,,,,,,,,,,68.5,,USFWS,,,,,,,,,,
